City,Season,Trip_Days,Flight_Type,Distance_km,Hotel_Class,Daily_Hotel_Cost,Daily_Food_Cost,Transport_Mode,Daily_Transport_Cost,Activities_Count,Shopping_Cost,Total_Trip_Cost,Cost_Category
Dubai,Winter,10,Economy,1442.0,Premium,6045.01,957.65,Rideshare,1352.88,1,6731.24,193682.24,Luxury
Bangkok,Monsoon,10,Business,7972.3,Premium,2926.84,1528.71,Taxi,129.4,10,22484.2,192516.46,Luxury
Goa,Off-Season,8,Business,5408.0,Luxury,5246.67,743.6,Public,1042.31,4,19143.82,265167.77,Luxury
Goa,Off-Season,17,Business,7254.1,Luxury,4041.7,1443.3,Public,1159.25,5,23006.46,491237.78,Luxury
Dubai,Off-Season,4,Premium Economy,3341.7,Budget,1444.98,1830.84,Public,878.61,5,8997.52,50333.21,Mid-range
London,Monsoon,20,Premium Economy,8688.2,Luxury,7487.44,575.87,Taxi,784.56,8,20396.14,670887.77,Luxury
London,Off-Season,9,Premium Economy,4028.1,Premium,5284.27,1525.38,Public,547.13,2,18501.16,255186.38,Luxury
Goa,Off-Season,1,Premium Economy,695.6,Luxury,5331.18,1803.5,Taxi,295.55,6,2887.4,28230.97,Budget
London,Peak,7,Business,8311.6,Standard,4750.35,1138.55,Rideshare,1343.92,6,20505.7,358393.26,Luxury
Bangkok,Off-Season,17,Business,10699.3,Luxury,7978.67,1154.84,Rideshare,203.2,2,21054.54,590137.64,Luxury
Bangkok,Monsoon,1,Economy,2003.5,Luxury,4552.16,1871.36,Taxi,1469.17,7,16467.84,56242.76,Mid-range
Kuala Lumpur,Off-Season,16,Economy,847.1,Budget,2672.56,1006.99,Public,299.62,10,3523.62,53692.4,Mid-range
Goa,Peak,20,Economy,7632.4,Luxury,7735.74,1615.39,Rideshare,921.17,5,22120.73,588311.49,Luxury
Bangkok,Winter,1,Economy,4484.0,Luxury,2315.57,1805.93,Taxi,630.22,10,1977.98,34401.84,Mid-range
Kuala Lumpur,Winter,19,Premium Economy,7520.6,Standard,4699.6,1823.43,Taxi,724.95,7,23444.88,208683.57,Luxury
Bangkok,Winter,19,Business,11455.2,Luxury,7255.46,870.36,Rideshare,1399.25,7,10454.57,800000.0,Luxury
Bangkok,Off-Season,19,Premium Economy,7213.7,Budget,4643.39,1810.1,Rideshare,418.95,5,13613.2,136635.13,Luxury
Istanbul,Peak,5,Economy,9620.0,Standard,806.3,1938.81,Public,1413.6,11,24262.63,72604.01,Mid-range
Goa,Monsoon,20,Economy,6046.2,Luxury,1428.94,1364.74,Private Car,285.92,11,19737.73,143760.58,Luxury
Bangkok,Monsoon,13,Economy,3401.0,Luxury,3711.84,1264.65,Rideshare,1232.32,2,13276.28,140218.47,Luxury
London,Winter,8,First,3375.1,Luxury,4574.69,733.8,Public,191.24,1,21218.75,655360.85,Luxury
Bangkok,Off-Season,6,Premium Economy,3959.4,Budget,5497.45,1185.01,Private Car,612.56,0,24542.78,67295.93,Mid-range
Istanbul,Winter,14,Economy,5040.0,Budget,4952.42,353.54,Taxi,732.71,9,15508.33,70943.31,Mid-range
London,Peak,20,First,10229.9,Standard,1103.55,562.91,Public,970.39,5,16140.36,495476.64,Luxury
Istanbul,Winter,6,Premium Economy,1806.4,Standard,3488.81,1016.82,Taxi,305.79,0,11079.45,44477.74,Mid-range
London,Off-Season,4,Business,3894.9,Budget,6174.78,1087.82,Rideshare,1241.95,10,14638.2,161493.21,Luxury
Dubai,Monsoon,3,First,1513.5,Luxury,6211.39,384.82,Taxi,898.05,4,1141.1,163435.3,Luxury
Kuala Lumpur,Winter,15,Economy,2235.7,Premium,1591.28,1258.84,Private Car,67.38,1,23501.28,98672.46,Luxury
Kuala Lumpur,Monsoon,20,Business,11441.8,Luxury,5814.71,462.36,Taxi,350.38,10,19740.01,383542.32,Luxury
Bangkok,Holiday,19,Business,10931.9,Premium,6940.54,1222.25,Private Car,861.22,4,9836.4,623595.73,Luxury
Istanbul,Winter,2,Business,5557.1,Standard,4707.84,1212.5,Private Car,467.92,1,22585.34,77095.21,Mid-range
London,Holiday,9,First,8194.6,Standard,3547.19,368.92,Rideshare,550.78,4,5559.41,296935.86,Luxury
Istanbul,Holiday,12,Economy,9242.1,Budget,7463.92,1160.12,Private Car,320.45,4,17413.27,102201.64,Luxury
Istanbul,Monsoon,15,Business,772.9,Budget,5054.62,1952.18,Public,392.97,2,4683.98,95698.03,Luxury
Dubai,Winter,10,Business,11426.9,Standard,5476.47,1942.79,Taxi,1149.8,1,7456.51,288467.77,Luxury
Bangkok,Winter,20,First,11317.3,Premium,1126.75,1834.27,Public,1197.37,4,5632.19,397222.32,Luxury
Bangkok,Holiday,3,Economy,5010.4,Premium,1967.71,1420.87,Taxi,1341.31,11,7681.68,65296.6,Mid-range
Kuala Lumpur,Monsoon,20,First,6680.9,Standard,6010.4,703.34,Rideshare,97.63,11,16826.47,303003.56,Luxury
Dubai,Winter,4,Economy,8283.7,Premium,4984.64,1311.32,Taxi,1018.45,5,12913.66,156895.08,Luxury
Dubai,Holiday,19,Premium Economy,1271.5,Luxury,4385.91,1391.47,Private Car,1210.71,0,17013.25,600722.75,Luxury
Bangkok,Off-Season,6,First,4791.0,Luxury,1074.29,1893.82,Rideshare,863.6,7,15657.71,176793.87,Luxury
London,Winter,17,Premium Economy,3125.2,Budget,1220.35,1596.65,Private Car,1026.58,6,20409.59,200440.74,Luxury
Goa,Off-Season,7,Business,9830.3,Luxury,1766.9,680.1,Public,405.28,11,17594.32,202747.15,Luxury
Kuala Lumpur,Peak,20,Premium Economy,3370.0,Standard,5553.76,1985.83,Rideshare,461.69,0,21403.07,249087.17,Luxury
Bangkok,Off-Season,5,Premium Economy,831.4,Premium,35606.55,1250.0,Rideshare,388.74,2,165704.16,87945.4,Mid-range
Kuala Lumpur,Holiday,2,Business,6731.2,Premium,7124.15,1552.28,Public,1047.64,10,1436.19,84237.71,Mid-range
,,8,,6310.2,,,886.03,Taxi,1371.24,6,,80675.84,Mid-range
Istanbul,Peak,7,Economy,5742.0,Premium,5474.71,1479.18,Taxi,1434.18,1,21678.87,117029.48,Luxury
Bangkok,Monsoon,9,Premium Economy,11282.3,Premium,2315.24,725.62,Rideshare,465.76,11,3370.51,98054.89,Luxury
Goa,Off-Season,14,Premium Economy,11507.2,Luxury,4694.85,236.24,Public,514.97,7,5530.11,259556.14,Luxury
Kuala Lumpur,Winter,10,Business,5370.0,Luxury,2369.48,1067.14,Private Car,1193.32,7,5814.46,221469.79,Luxury
Istanbul,Holiday,10,Business,9706.0,Standard,4134.69,1914.78,Rideshare,219.75,1,18488.02,137942.79,Luxury
Kuala Lumpur,Winter,2,First,6956.3,Premium,2783.44,1210.5,Rideshare,955.04,2,4485.21,73757.1,Mid-range
Bangkok,Peak,5,Premium Economy,5306.6,Budget,2073.03,1183.3,Private Car,737.68,4,13627.34,54391.07,Mid-range
Bangkok,Monsoon,18,Premium Economy,3093.1,Standard,7149.89,886.32,Public,487.35,11,20625.78,169995.94,Luxury
Kuala Lumpur,Off-Season,1,First,9922.6,Standard,4613.03,1742.03,Taxi,340.76,1,15896.53,97650.56,Luxury
Goa,Holiday,10,Economy,11591.9,Luxury,5874.38,1935.57,Private Car,1298.87,6,2505.88,308533.83,Luxury
Goa,Monsoon,14,Economy,750.9,Premium,5382.23,1934.26,Rideshare,1131.35,9,199.51,143018.93,Luxury
Goa,Monsoon,17,First,3671.7,Premium,7557.89,1100.84,Public,1349.34,9,16444.74,612653.84,Luxury
Bangkok,Winter,3,Business,7543.2,Luxury,6644.17,205.5,Private Car,674.24,0,19287.01,222170.27,Luxury
Bangkok,Holiday,4,First,8499.6,Premium,6114.03,1855.36,Rideshare,1198.31,3,17298.02,289808.3,Luxury
Istanbul,Off-Season,15,First,9824.4,Budget,7461.19,1342.6,Rideshare,1138.42,1,13976.07,242179.59,Luxury
Bangkok,Off-Season,8,Economy,1374.2,Premium,7595.28,236.58,Private Car,906.42,9,3361.6,102463.3,Luxury
Istanbul,Holiday,14,Business,5205.6,Luxury,7372.73,1859.0,Public,203.85,9,13393.44,483718.08,Luxury
Goa,Holiday,15,Premium Economy,9323.9,Budget,3205.67,379.25,Rideshare,917.81,11,15639.31,172409.89,Luxury
Bangkok,Peak,9,First,6559.6,Premium,7317.21,1315.32,Rideshare,1118.66,1,6288.5,445495.08,Luxury
Kuala Lumpur,Holiday,17,Premium Economy,7031.5,Standard,6781.67,675.99,Public,1327.82,11,5355.81,217794.82,Luxury
Kuala Lumpur,Off-Season,20,First,495.0,Premium,7721.72,668.68,Public,510.45,6,7349.47,472749.35,Luxury
Istanbul,Peak,7,Business,7717.4,Premium,3089.06,1328.74,Taxi,943.25,7,22439.97,196091.03,Luxury
,,10,,5720.3,,,1900.11,Public,358.33,5,,640444.59,Luxury
Dubai,Off-Season,17,Business,7734.0,Premium,7885.53,931.45,Taxi,1377.21,7,13459.95,589290.0,Luxury
London,Peak,16,Business,8000.9,Budget,7842.9,1757.64,Taxi,1302.9,3,5329.77,637291.69,Luxury
Bangkok,Winter,5,Business,7893.2,Standard,1391.39,1259.62,Rideshare,1495.36,7,1864.65,115062.06,Luxury
Bangkok,Off-Season,14,Business,1438.1,Luxury,1446.68,1230.72,Private Car,1022.38,4,19927.29,217707.9,Luxury
Bangkok,Monsoon,1,First,8526.2,Luxury,4876.02,1189.79,Private Car,1274.11,10,11689.38,209177.66,Luxury
Istanbul,Monsoon,4,Business,6949.1,Luxury,3925.51,235.21,Private Car,761.34,1,8932.7,57574.59,Mid-range
Dubai,Monsoon,5,Business,2479.8,Premium,2124.47,1160.07,Taxi,695.99,2,20308.36,115750.18,Luxury
Goa,Holiday,5,Premium Economy,7005.0,Premium,5733.45,505.72,Private Car,1389.99,10,5551.35,157230.12,Luxury
Istanbul,Winter,14,Economy,5285.5,Standard,7032.1,469.15,Private Car,515.51,4,11768.66,106158.49,Luxury
Kuala Lumpur,Holiday,18,Premium Economy,7117.7,Luxury,2007.92,1034.86,Taxi,1499.72,7,5093.39,246129.36,Luxury
Istanbul,Off-Season,18,Business,591.0,Standard,6879.02,407.2,Rideshare,1409.86,0,19755.88,193952.23,Luxury
Goa,Peak,1,Premium Economy,8704.9,Luxury,3048.64,729.96,Public,784.69,5,2156.24,73829.08,Mid-range
Dubai,Holiday,9,First,2034.0,Budget,7056.18,556.36,Taxi,1088.28,7,10868.68,383707.55,Luxury
Bangkok,Off-Season,18,Economy,910.5,Budget,2919.11,1293.52,Public,781.47,7,17657.39,84100.13,Mid-range
London,Peak,10,Business,476.0,Standard,7366.32,1701.72,Public,976.46,6,8977.39,451276.68,Luxury
Bangkok,Holiday,7,Economy,2626.3,Budget,5880.34,1376.74,Private Car,343.37,4,17334.06,75430.44,Mid-range
London,Monsoon,1,Business,5348.1,Budget,6052.04,531.64,Public,1236.57,1,3183.62,33961.05,Mid-range
Istanbul,Peak,18,Business,9106.0,Standard,1402.27,296.03,Private Car,329.74,7,9833.02,116059.83,Luxury
Bangkok,Monsoon,1,Business,11272.0,Premium,4219.58,1614.92,Taxi,426.99,5,4949.6,45978.1,Mid-range
Dubai,Peak,20,Economy,10431.1,Standard,1705.78,959.28,Rideshare,842.62,4,8747.62,181967.85,Luxury
Goa,Peak,16,Premium Economy,5951.0,Premium,7818.78,332.15,Rideshare,1359.31,3,23738.11,436651.76,Luxury
Goa,Peak,14,Premium Economy,25.1,Standard,2932.16,1280.04,Taxi,164.01,2,23407.1,140937.97,Luxury
Kuala Lumpur,Peak,12,First,182.1,Standard,6847.64,711.1,Rideshare,464.25,9,15583.59,325924.36,Luxury
London,Monsoon,18,First,7861.1,Premium,3772.63,519.65,Taxi,1153.11,11,23555.05,718246.93,Luxury
London,Peak,19,First,6370.6,Budget,3264.57,265.02,Rideshare,1228.25,4,657.32,499323.74,Luxury
Goa,Winter,12,Business,8879.7,Luxury,4919.3,248.91,Taxi,345.33,1,7267.63,343598.57,Luxury
Bangkok,Peak,7,Business,6176.2,Budget,5440.32,610.98,Rideshare,758.64,10,22205.7,206887.6,Luxury
Kuala Lumpur,Peak,8,First,10074.9,Standard,2044.06,766.43,Rideshare,69.53,9,20467.21,211899.5,Luxury
Bangkok,Peak,17,Premium Economy,7449.7,Luxury,2678.77,427.17,Private Car,798.31,9,2127.7,263860.2,Luxury
Dubai,Peak,11,First,2226.4,Luxury,1197.35,845.81,Rideshare,873.96,8,17395.43,478169.02,Luxury
Istanbul,Peak,7,Economy,7266.7,Standard,7473.37,1606.89,Taxi,426.21,4,15310.61,93315.9,Luxury
Goa,Holiday,2,First,5303.7,Premium,6457.4,1990.58,Public,427.17,3,6843.42,176102.48,Luxury
Dubai,Peak,19,First,5898.0,Standard,7221.73,588.21,Public,1488.39,0,18300.47,800000.0,Luxury
Kuala Lumpur,Off-Season,11,First,3118.3,Standard,2328.87,1796.88,Taxi,900.35,9,14109.08,172810.67,Luxury
Bangkok,Winter,15,Economy,9073.4,Standard,6519.62,1240.19,Public,994.33,11,16335.73,186144.89,Luxury
London,Monsoon,19,Economy,10488.8,Luxury,3355.07,844.64,Private Car,1387.46,1,859.26,311105.9,Luxury
Dubai,Winter,6,Business,8920.0,Luxury,1861.71,1608.94,Rideshare,899.85,10,19430.01,437657.91,Luxury
Istanbul,Holiday,7,First,4490.2,Luxury,4026.84,1506.3,Rideshare,1357.95,6,21553.08,320276.37,Luxury
Dubai,Holiday,19,First,4982.8,Standard,7955.19,1971.07,Private Car,269.36,11,263.86,800000.0,Luxury
Kuala Lumpur,Holiday,2,Business,9186.5,Luxury,6446.21,1131.06,Taxi,1431.58,7,12742.81,184632.25,Luxury
Bangkok,Peak,8,Business,7750.0,Luxury,4776.59,1936.6,Private Car,843.06,11,10701.25,367571.93,Luxury
Goa,Peak,11,Premium Economy,5255.8,Premium,5108.13,934.17,Rideshare,778.55,0,19378.68,248387.41,Luxury
Goa,Off-Season,6,First,6296.1,Budget,5643.89,495.87,Public,702.86,7,13318.85,143977.66,Luxury
Kuala Lumpur,Monsoon,12,Economy,7253.2,Budget,5530.45,1917.54,Rideshare,663.66,3,18235.32,68439.87,Mid-range
Dubai,Monsoon,12,First,565.3,Budget,5078.43,264.56,Public,1330.66,2,9111.92,216925.49,Luxury
Goa,Monsoon,7,Economy,9514.9,Standard,2896.11,1473.82,Private Car,1304.76,6,4600.72,40467.15,Mid-range
Dubai,Winter,9,First,6429.8,Premium,4548.15,540.78,Rideshare,1243.49,4,10865.11,483715.66,Luxury
Dubai,Monsoon,8,Business,11293.2,Premium,5329.35,335.05,Public,677.2,7,3523.88,261879.77,Luxury
Bangkok,Off-Season,19,First,10764.4,Luxury,7144.29,1879.84,Rideshare,504.94,4,22973.52,800000.0,Luxury
Istanbul,Peak,13,First,2864.6,Luxury,5685.69,836.46,Private Car,1352.67,3,8163.78,531216.28,Luxury
London,Winter,19,First,6999.4,Budget,7662.62,1365.11,Rideshare,986.4,5,4886.44,800000.0,Luxury
Goa,Monsoon,16,Business,6481.1,Premium,3895.17,542.69,Rideshare,375.21,2,3252.24,198191.93,Luxury
London,Peak,3,Business,280.3,Premium,5336.91,1394.49,Taxi,942.63,4,11328.4,218076.11,Luxury
Kuala Lumpur,Monsoon,15,Premium Economy,2646.0,Luxury,4492.17,483.07,Private Car,831.06,7,24764.32,186752.45,Luxury
Dubai,Winter,3,Economy,8686.9,Luxury,4269.88,1655.35,Private Car,570.79,6,11323.28,181547.15,Luxury
Istanbul,Holiday,1,Economy,4276.5,Luxury,4726.18,1301.59,Taxi,1284.77,8,5560.8,33618.57,Mid-range
Istanbul,Holiday,4,Premium Economy,5131.1,Premium,2496.95,1906.07,Private Car,1442.9,8,17115.56,84516.48,Mid-range
Goa,Holiday,13,Premium Economy,236.9,Luxury,7324.1,1029.49,Rideshare,776.65,2,24782.86,431100.62,Luxury
Dubai,Holiday,15,Economy,3159.4,Premium,1354.01,1193.09,Rideshare,133.25,1,8423.29,127211.9,Luxury
Bangkok,Holiday,3,Economy,10851.4,Budget,7690.98,1372.77,Rideshare,365.92,10,5911.44,48488.56,Mid-range
Kuala Lumpur,Holiday,10,Business,10994.1,Standard,1055.74,1460.85,Private Car,226.53,3,6109.84,122750.42,Luxury
Goa,Holiday,20,Premium Economy,9972.1,Luxury,7963.33,1381.44,Rideshare,1180.41,0,17826.34,781935.51,Luxury
Dubai,Holiday,18,Business,5000.5,Standard,7769.11,315.97,Public,312.65,0,16358.99,563695.19,Luxury
Dubai,Off-Season,4,Economy,1563.7,Premium,2538.38,582.39,Taxi,215.67,0,4408.68,31102.86,Mid-range
,,12,,3221.8,,,1940.71,Rideshare,422.79,5,,182767.96,Luxury
Goa,Peak,15,Premium Economy,2697.0,Standard,1873.95,1430.14,Taxi,1460.34,5,23427.69,166852.6,Luxury
London,Peak,16,First,11286.9,Luxury,3920.87,253.88,Rideshare,1055.18,0,8964.91,800000.0,Luxury
Dubai,Winter,1,Business,7944.1,Budget,4787.62,1143.26,Rideshare,599.71,3,18924.26,91763.58,Luxury
Dubai,Peak,18,Economy,10050.0,Budget,4992.88,1710.66,Taxi,268.44,2,9132.85,218790.01,Luxury
Bangkok,Holiday,17,Economy,7813.5,Budget,6175.18,731.24,Private Car,968.51,9,10639.83,175953.3,Luxury
Istanbul,Holiday,7,First,10368.1,Standard,1425.42,534.1,Rideshare,741.97,1,9376.43,118774.12,Luxury
London,Off-Season,5,Premium Economy,4049.7,Premium,7962.75,1434.98,Taxi,1280.87,6,18153.17,228375.93,Luxury
Bangkok,Off-Season,8,First,850.8,Budget,1314.04,605.78,Rideshare,561.96,9,24179.67,82000.49,Mid-range
Kuala Lumpur,Peak,4,Premium Economy,7974.8,Standard,2682.48,1643.11,Rideshare,1101.73,0,13270.5,62201.5,Mid-range
Goa,Off-Season,5,Business,11170.0,Luxury,3490.64,1382.41,Public,574.16,4,13954.78,261513.4,Luxury
Dubai,Holiday,10,Business,8201.2,Premium,7729.26,946.19,Rideshare,1446.16,5,23661.71,638456.56,Luxury
Bangkok,Off-Season,20,Premium Economy,8851.3,Luxury,6487.77,1805.49,Rideshare,258.06,5,14524.71,414066.72,Luxury
Bangkok,Monsoon,12,Premium Economy,9764.9,Budget,5588.82,1471.63,Private Car,82.89,8,13069.03,75612.49,Mid-range
,,8,,384.5,,,1426.01,Rideshare,603.9,2,,331580.49,Luxury
Bangkok,Off-Season,13,First,10146.9,Standard,4021.33,1732.68,Taxi,1099.11,3,13807.72,236138.44,Luxury
Dubai,Monsoon,3,First,11066.7,Standard,6702.39,1443.87,Private Car,660.64,2,17666.63,157248.63,Luxury
Goa,Winter,19,First,6089.9,Standard,7298.12,1629.07,Taxi,618.22,7,23934.93,711619.54,Luxury
Istanbul,Monsoon,11,Economy,9590.3,Premium,2277.49,724.92,Private Car,1006.03,3,8137.68,52416.94,Mid-range
London,Holiday,7,Premium Economy,2698.6,Luxury,5758.02,414.97,Private Car,1169.63,2,12957.75,343424.36,Luxury
Bangkok,Winter,16,First,6663.6,Budget,3189.87,1008.98,Rideshare,540.64,1,16962.85,257539.17,Luxury
Istanbul,Monsoon,14,Business,4944.9,Budget,6999.09,232.94,Public,321.74,6,22155.09,120052.76,Luxury
Dubai,Holiday,17,First,2207.0,Premium,2414.9,1692.04,Rideshare,125.81,1,2130.97,468475.86,Luxury
Dubai,Holiday,13,Business,10864.8,Premium,7912.58,1877.61,Rideshare,898.65,6,23303.21,800000.0,Luxury
Goa,Monsoon,13,First,4746.3,Premium,2657.54,873.42,Private Car,856.08,8,21526.95,260414.88,Luxury
London,Off-Season,20,Economy,10989.7,Luxury,1372.87,1654.93,Public,732.8,7,7759.62,292390.53,Luxury
Istanbul,Winter,15,Business,4318.6,Standard,2942.23,1620.51,Public,562.87,4,24978.62,163077.99,Luxury
Istanbul,Holiday,3,Business,2151.8,Standard,2056.98,1808.0,Public,257.01,8,3581.91,46742.38,Mid-range
Bangkok,Winter,8,Economy,688.5,Standard,6474.75,1562.11,Rideshare,1348.21,3,14239.32,101085.93,Luxury
Kuala Lumpur,Holiday,17,Business,2993.0,Luxury,3794.79,807.8,Rideshare,763.77,9,12710.7,420406.22,Luxury
Dubai,Peak,15,First,3824.1,Budget,3954.52,1816.99,Public,1374.65,0,3610.3,450307.82,Luxury
London,Monsoon,20,Premium Economy,11570.5,Luxury,7863.69,1112.52,Private Car,552.99,6,18393.34,764475.31,Luxury
Kuala Lumpur,Off-Season,15,First,1960.1,Budget,3446.7,368.53,Public,1135.54,3,6378.84,124288.18,Luxury
Dubai,Monsoon,3,First,5053.3,Budget,3736.45,1174.24,Private Car,365.04,4,22392.57,144183.12,Luxury
Istanbul,Off-Season,14,Premium Economy,8445.3,Premium,5523.17,614.72,Public,705.03,10,17846.95,153732.83,Luxury
Kuala Lumpur,Peak,7,Economy,9306.8,Premium,2899.93,779.59,Rideshare,874.21,3,12540.85,80003.36,Mid-range
London,Peak,18,Business,5474.5,Budget,5286.74,851.88,Rideshare,371.4,7,13890.72,478277.06,Luxury
Dubai,Peak,16,Business,2425.2,Standard,4367.75,992.29,Taxi,1039.31,6,20764.55,429867.17,Luxury
Istanbul,Holiday,19,Business,4833.4,Premium,1019.72,625.84,Taxi,1105.91,10,19633.9,194541.66,Luxury
Istanbul,Winter,7,First,3596.9,Budget,2101.68,1127.26,Rideshare,1050.68,1,14100.12,84246.99,Mid-range
Kuala Lumpur,Monsoon,11,Economy,5680.6,Budget,3693.22,1845.9,Public,910.82,0,10387.52,52504.7,Mid-range
London,Peak,6,Business,85.0,Budget,1406.42,617.32,Taxi,1491.7,11,12647.95,211461.17,Luxury
London,Peak,6,Business,1807.4,Standard,6790.56,419.94,Private Car,190.09,4,22433.75,332909.78,Luxury
Dubai,Peak,6,Economy,3661.8,Premium,2245.08,661.71,Taxi,928.07,4,13537.98,133172.99,Luxury
,,6,,276.1,,,522.45,Public,1096.16,8,,227905.28,Luxury
Dubai,Monsoon,3,Business,8328.9,Luxury,6406.29,278.41,Private Car,281.38,7,5740.9,210526.65,Luxury
Dubai,Off-Season,2,Business,1644.1,Premium,824.05,1669.97,Private Car,1342.35,8,12153.19,87331.36,Mid-range
Dubai,Peak,17,First,7142.1,Premium,5724.17,1630.51,Taxi,208.69,2,3602.18,800000.0,Luxury
Goa,Monsoon,11,First,11043.8,Standard,4009.99,712.42,Rideshare,379.99,0,15329.76,206411.93,Luxury
Kuala Lumpur,Holiday,12,First,8969.6,Premium,3522.25,826.28,Private Car,961.44,3,21613.07,337239.73,Luxury
London,Holiday,18,Economy,11245.8,Premium,6184.23,503.71,Public,1119.45,0,16648.88,548062.24,Luxury
London,Peak,16,Economy,8077.3,Standard,6650.12,1965.34,Taxi,123.42,4,11491.25,395643.87,Luxury
Bangkok,Monsoon,20,Premium Economy,4489.2,Luxury,6162.4,1583.51,Private Car,1296.07,4,22840.37,363168.1,Luxury
Goa,Winter,16,Business,5242.2,Luxury,5967.67,464.27,Taxi,1361.43,6,20187.83,614831.08,Luxury
Bangkok,Off-Season,15,Premium Economy,1322.7,Premium,4636.89,328.24,Taxi,94.18,5,5813.1,133899.21,Luxury
Bangkok,Holiday,1,Economy,1289.8,Luxury,2868.99,1336.34,Rideshare,1252.25,5,317.48,44355.33,Mid-range
Dubai,Monsoon,8,Premium Economy,9011.5,Luxury,7723.61,758.52,Private Car,1036.95,3,21696.85,269153.52,Luxury
Kuala Lumpur,Holiday,16,Premium Economy,8213.6,Luxury,5203.79,1976.92,Rideshare,1296.81,5,22814.95,436636.82,Luxury
Kuala Lumpur,Winter,18,Economy,5523.6,Budget,6424.39,1532.9,Private Car,213.4,0,23489.61,142809.05,Luxury
Kuala Lumpur,Peak,11,Business,3993.1,Luxury,4364.24,1567.18,Public,523.52,7,15951.04,354920.97,Luxury
Goa,Holiday,14,Business,3327.6,Premium,2550.72,1328.48,Rideshare,650.22,9,10139.28,308898.0,Luxury
London,Peak,11,First,1627.2,Premium,1378.86,1482.92,Private Car,382.22,6,24127.77,570507.96,Luxury
Dubai,Holiday,8,Premium Economy,445.5,Budget,5532.38,814.02,Rideshare,1303.25,6,10378.44,135984.91,Luxury
Bangkok,Peak,14,Premium Economy,8897.3,Budget,2791.19,958.71,Taxi,366.23,3,23903.8,149437.64,Luxury
Bangkok,Holiday,4,Economy,2814.7,Luxury,6709.69,1053.77,Private Car,897.87,5,17559.27,153871.06,Luxury
Istanbul,Winter,15,Economy,8153.1,Standard,6259.35,1851.38,Private Car,372.58,1,18448.4,140756.03,Luxury
Goa,Off-Season,17,Premium Economy,1492.5,Luxury,7977.26,1263.01,Taxi,1213.46,6,1684.78,395021.2,Luxury
Kuala Lumpur,Off-Season,14,First,6638.3,Premium,6104.62,805.4,Taxi,802.84,11,12741.91,399410.81,Luxury
Kuala Lumpur,Peak,12,First,7432.3,Premium,3567.39,318.46,Rideshare,839.2,1,21145.15,334416.76,Luxury
London,Off-Season,5,Economy,2852.9,Standard,6055.5,739.41,Public,960.27,7,22554.18,117188.18,Luxury
Kuala Lumpur,Off-Season,12,Economy,6701.9,Luxury,7120.9,818.52,Private Car,173.48,7,17070.01,167487.21,Luxury
Bangkok,Off-Season,4,First,2427.0,Premium,6218.78,988.81,Taxi,697.23,11,17493.32,175599.06,Luxury
Dubai,Peak,8,Economy,7881.5,Premium,4185.39,1906.41,Rideshare,530.98,3,9721.28,164975.24,Luxury
,,6,,6556.3,,,1802.1,Taxi,210.56,9,,93361.2,Luxury
Bangkok,Winter,14,Business,4884.9,Luxury,1902.35,282.12,Taxi,1306.4,6,1977.42,243450.48,Luxury
Dubai,Monsoon,7,Business,11368.4,Budget,4349.35,291.93,Private Car,498.67,0,15016.86,128926.37,Luxury
Dubai,Off-Season,13,Business,6289.6,Standard,5678.82,1942.2,Taxi,1138.31,4,17170.44,318373.14,Luxury
Istanbul,Monsoon,4,Economy,3974.1,Standard,915.7,726.05,Public,477.66,10,15837.29,11179.27,Budget
Goa,Peak,6,Economy,9691.9,Luxury,4261.75,746.86,Taxi,234.5,0,12899.61,175522.42,Luxury
Dubai,Peak,4,First,11259.4,Luxury,6924.07,1829.45,Public,539.31,5,10804.66,563570.2,Luxury
Istanbul,Peak,16,First,4314.1,Budget,6237.0,619.16,Taxi,1453.72,11,12340.29,321929.08,Luxury
Bangkok,Holiday,20,Economy,9231.9,Budget,3325.77,303.52,Public,178.04,5,22271.17,125475.05,Luxury
Istanbul,Off-Season,20,Economy,5607.4,Standard,7191.43,1181.89,Rideshare,822.34,7,10249.57,130264.64,Luxury
London,Winter,18,Premium Economy,393.8,Premium,7033.37,1644.89,Private Car,795.65,4,1109.11,590635.68,Luxury
Kuala Lumpur,Off-Season,15,Business,4195.2,Premium,4189.55,1554.17,Public,708.52,7,13693.6,231127.26,Luxury
London,Off-Season,17,Business,2820.7,Budget,5655.9,386.29,Rideshare,1080.66,1,330.79,285293.46,Luxury
London,Off-Season,13,First,958.1,Standard,1258.2,1486.65,Rideshare,1225.93,3,1255.16,221427.75,Luxury
Dubai,Peak,15,First,253.9,Standard,6017.95,522.09,Public,1104.92,4,22535.55,652096.64,Luxury
Istanbul,Off-Season,20,First,4127.4,Standard,3396.14,207.42,Rideshare,786.78,9,20320.66,216920.3,Luxury
,,20,,2955.2,,,1388.76,Public,351.06,4,,301385.07,Luxury
Dubai,Holiday,18,First,2841.0,Premium,7525.29,906.28,Private Car,950.68,2,21728.05,800000.0,Luxury
London,Peak,3,Premium Economy,8929.6,Standard,1033.24,1314.27,Public,691.22,0,566.84,64060.63,Mid-range
Bangkok,Peak,6,Business,976.7,Luxury,2709.95,713.52,Public,884.48,11,10492.97,204030.4,Luxury
Bangkok,Monsoon,14,Business,6689.9,Standard,882.14,801.66,Rideshare,813.65,5,12138.29,76002.0,Mid-range
